CCDRReportID,Program Name,Task Name,Report Name,Report As Of Date,ContractorName,PrimeSub,Reporting Level,WBS Code,Element Name,WBS Element Concatenation,To Date / At Completion,Recurring / Non-Recurring,Functional Category,Functional Element,Unit Of Measure,Value,Report Format
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Engineering,Direct Engineering Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Engineering,Direct Engineering Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Engineering,Direct Engineering Labor Hours,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Engineering,Direct Engineering Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Engineering,Direct Engineering Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Engineering,Direct Engineering Labor Hours,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Engineering,Direct Engineering Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Engineering,Direct Engineering Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Engineering,Direct Engineering Labor Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Engineering,Direct Engineering Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Engineering,Direct Engineering Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Engineering,Direct Engineering Labor Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Engineering,Engineering Overhead Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Engineering,Engineering Overhead Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Engineering,Engineering Overhead Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Engineering,Engineering Overhead Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Engineering,Engineering Overhead Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Engineering,Engineering Overhead Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Manufacturing Operations,Direct Tooling Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Tooling Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Tooling Labor Hours,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Manufacturing Operations,Direct Tooling Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Tooling Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Tooling Labor Hours,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Manufacturing Operations,Direct Tooling Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Tooling Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Tooling Labor Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Manufacturing Operations,Direct Tooling Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Tooling Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Tooling Labor Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Manufacturing Operations,Direct Tooling & Equipment Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Tooling & Equipment Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Tooling & Equipment Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Manufacturing Operations,Direct Tooling & Equipment Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Tooling & Equipment Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Tooling & Equipment Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Manufacturing Operations,Direct Quality Control Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Quality Control Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Quality Control Labor Hours,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Manufacturing Operations,Direct Quality Control Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Quality Control Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Quality Control Labor Hours,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Manufacturing Operations,Direct Quality Control Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Quality Control Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Quality Control Labor Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Manufacturing Operations,Direct Quality Control Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Quality Control Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Quality Control Labor Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Manufacturing Operations,Direct Manufacturing Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Manufacturing Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Manufacturing Labor Hours,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Manufacturing Operations,Direct Manufacturing Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Manufacturing Labor Hours,Hours,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Manufacturing Labor Hours,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Manufacturing Operations,Direct Manufacturing Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Manufacturing Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Direct Manufacturing Labor Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Manufacturing Operations,Direct Manufacturing Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Manufacturing Labor Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Direct Manufacturing Labor Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Manufacturing Operations,Manufacturing Operations Overhead Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Manufacturing Operations Overhead Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Manufacturing Operations,Manufacturing Operations Overhead Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Manufacturing Operations,Manufacturing Operations Overhead Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Manufacturing Operations Overhead Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Manufacturing Operations,Manufacturing Operations Overhead Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Materials,Raw Material Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Materials,Raw Material Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Materials,Raw Material Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Materials,Raw Material Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Materials,Raw Material Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Materials,Raw Material Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Materials,Purchased Parts Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Materials,Purchased Parts Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Materials,Purchased Parts Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Materials,Purchased Parts Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Materials,Purchased Parts Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Materials,Purchased Parts Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Materials,Purchased Equipment Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Materials,Purchased Equipment Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Materials,Purchased Equipment Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Nonrecurring,Materials,Purchased Equipment Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Materials,Purchased Equipment Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,To Date,Recurring,Materials,Purchased Equipment Dollars,Quantity,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Nonrecurring,Materials,Material Handling Overhead Dollars,TY $K,1,1921-1 (2007/2011)
12345,Demo Program,Option 1,Option 1 Initial Report,2019-08-05,ABC Contractor,Prime,3,1.1.1,Cerberus Vehicle Manufacturing Primary Vehicle,1.1.1 Cerberus Vehicle Manufacturing Primary Vehicle,At Completion,Recurring,Materials,Material Handling Overhead Dollars,TY $K,1,1921-1 (2007/2011)
